added_to_playlist_time,artist_name,artist_image,unique_artist_id,release_date,song_name,song_length_seconds,song_explicit,song_linkId,song_popularity,album_name,spotify_uri_album,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,tempo
2018-10-11T01:07:05Z,Alessia Cara,https://i.scdn.co/image/ab67616d00001e0222f8afb83232722797b2a680,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,2018-10-05,Trust My Lonely,199.706,False,https://open.spotify.com/track/0qbfdprRS71e9up5pOmbQo,40,Trust My Lonely,spotify:album:4iR14uwNYqUWinAGX6fM0P,0qbfdprRS71e9up5pOmbQo,0.615,0.65,0,-6.167,1,0.133,0.00535,0.0,0.308,0.658,4,150.126
2018-10-11T01:06:48Z,Lil Baby,https://i.scdn.co/image/ab67616d00001e02ce159a3ba2096e13fa9d4b4c,spotify:artist:5f7VJjfbwm532GiveGC0ZK,2018-10-05,"Never Recover (Lil Baby & Gunna, Drake)",194.732,True,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,71,Drip Harder,spotify:album:2yXnY2NiaZk9QiJJittS81,6wWaVoUOzLQJHd3bWAUpdZ,0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,4,132.055
2018-10-11T01:06:41Z,Halsey,https://i.scdn.co/image/ab67616d00001e02c42acc1b86597285c2c79559,spotify:artist:26VFTg2z8YR0cCuwLzESi2,2018-10-04,Without Me,201.66,True,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,75,Without Me,spotify:album:0zzrCTzvL4ZmR42xF46Afm,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,4,136.041
2018-10-06T22:04:10Z,Frank Ocean,https://i.scdn.co/image/ab67616d00001e02c5649add07ed3720be9d5526,spotify:artist:2h93pZq0e7k5yf4dywlkpM,2016-08-20,Seigfried,334.57,False,https://open.spotify.com/track/1BViPjTT585XAhkUUrkts0,69,Blonde,spotify:album:3mH6qwIy9crq0I9YQbOuDf,1BViPjTT585XAhkUUrkts0,0.377,0.253,4,-11.155,0,0.0387,0.975,0.000259,0.101,0.367,3,125.403
2018-10-02T18:53:24Z,Kid Cudi,https://i.scdn.co/image/ab67616d00001e02a487deeecb334b6619489d74,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,2009-01-01,Make Her Say,216.413,True,https://open.spotify.com/track/7dZAPeA3Of5j5Vaef0DQ6M,60,Man On The Moon: The End Of Day (Deluxe),spotify:album:2S8AWAM0nxyFy66YnUfIs3,7dZAPeA3Of5j5Vaef0DQ6M,0.93,0.712,10,-5.156,0,0.0666,0.245,1.48e-05,0.116,0.456,4,99.054
2018-09-28T14:13:09Z,Nue,https://i.scdn.co/image/ab67616d00001e02de4450c80072d0142352b081,spotify:artist:5GAWUCmn1C9DsGaabbJUoO,2018-09-18,Chances,195.112,True,https://open.spotify.com/track/5SdU18K3hXKwVBKiEj57yW,6,u met me at a strange time,spotify:album:0BK8ddzyZuJyujtiDCFePW,5SdU18K3hXKwVBKiEj57yW,0.728,0.692,10,-6.968,0,0.0488,0.0562,4.51e-06,0.0989,0.694,4,159.939
2018-09-28T14:10:33Z,MadeinTYO,https://i.scdn.co/image/ab67616d00001e02be992b2fcf91944f89f5366d,spotify:artist:5SyGEPymt1G2uto47tVWvZ,2018-09-28,Outstanding,162.266,True,https://open.spotify.com/track/6TYjjoeVCTF5GXBxsMnzsu,0,Outstanding,spotify:album:0inXg3KlubllOtmSv9JOxO,6TYjjoeVCTF5GXBxsMnzsu,0.943,0.461,5,-6.066,1,0.115,0.025,0.0,0.0846,0.149,4,130.002
2018-09-28T14:10:07Z,Arcando,https://i.scdn.co/image/ab67616d00001e02e72b847813ea4e6b7dfd3a47,spotify:artist:0ycvq8upLhNmddPdQXhLOy,2018-09-28,Like This,193.774,False,https://open.spotify.com/track/7pEi4FL77vDCAAqp8mwZ4o,0,Like This,spotify:album:6FAn5WGKBFYQLjdEk0zv4r,7pEi4FL77vDCAAqp8mwZ4o,0.694,0.863,0,-3.88,0,0.0684,0.372,0.0,0.101,0.601,4,95.969
2018-09-28T14:09:08Z,K!NG,https://i.scdn.co/image/ab67616d00001e026b3dc3e7ef00f1fda07f6b79,spotify:artist:6okCeuRRu0BjeV0uJLB1jt,2018-09-26,You,178.909,False,https://open.spotify.com/track/5abOPzGtREntuftaCocwP0,0,You,spotify:album:7Ke79GHeFrIHh3Hn16Wu5O,5abOPzGtREntuftaCocwP0,0.821,0.455,6,-13.384,1,0.193,0.53,8.01e-06,0.0554,0.575,4,110.07
2018-09-28T14:09:04Z,Houses,https://i.scdn.co/image/ab67616d00001e02a3cf9deae2655d25cb8ddcc3,spotify:artist:648kpaANsUr1HABoE4mkPw,2018-09-28,Left Alone,228.384,False,https://open.spotify.com/track/1HJvF4MmHu5feVgCw3JbPe,0,Drugstore Heaven,spotify:album:2Fgfc0NYjDMz3D3w3QR2XB,1HJvF4MmHu5feVgCw3JbPe,0.555,0.857,0,-3.42,1,0.0297,0.18,0.00416,0.103,0.562,4,105.015
